YEAR,MONTH_ID,MONTH_NAME,PRODUCT_ID,PRODUCT_NAME,PRICE,VAT,EXCISE,NET
1996,1,January,3,"Heating gas oil",695.47,111.04,386.04,198.39
1996,2,February,3,"Heating gas oil",692.82,110.62,386.04,196.16
1996,3,March,3,"Heating gas oil",698.77,111.57,386.04,201.16
1996,4,April,3,"Heating gas oil",709.25,113.24,386.04,209.97
1996,5,May,3,"Heating gas oil",698.73,111.56,386.04,201.13
1996,6,June,3,"Heating gas oil",691.57,110.42,386.04,195.12
1996,7,July,3,"Heating gas oil",689.44,110.08,386.04,193.32
1996,8,August,3,"Heating gas oil",691.19,110.36,386.04,194.79
1996,9,September,3,"Heating gas oil",716.98,114.48,386.04,216.47
1996,10,October,3,"Heating gas oil",744.25,118.83,386.04,239.38
1996,11,November,3,"Heating gas oil",744.18,118.82,386.04,239.32
1996,12,December,3,"Heating gas oil",742.28,118.52,386.04,237.73
1997,1,January,3,"Heating gas oil",742.6,118.57,386.04,237.99
1997,2,February,3,"Heating gas oil",739.58,118.09,386.04,235.46
1997,3,March,3,"Heating gas oil",729.04,116.4,386.04,226.6
1997,4,April,3,"Heating gas oil",724.8,115.72,386.04,223.04
1997,5,May,3,"Heating gas oil",719.39,114.86,386.04,218.5
1997,6,June,3,"Heating gas oil",716.39,114.38,386.04,215.98
1997,7,July,3,"Heating gas oil",710.24,113.4,386.04,210.81
1997,8,August,3,"Heating gas oil",714.36,114.06,386.04,214.27
1997,9,September,3,"Heating gas oil",714.83,114.13,386.04,214.66
1997,10,October,3,"Heating gas oil",728.32,120.58,386.04,221.71
1997,11,November,3,"Heating gas oil",737,122.83,386.04,228.13
1997,12,December,3,"Heating gas oil",736.88,122.81,386.04,228.03
1998,1,January,3,"Heating gas oil",727.55,121.26,386.04,220.26
1998,2,February,3,"Heating gas oil",719.59,119.93,386.04,213.62
1998,3,March,3,"Heating gas oil",707.93,117.99,386.04,203.9
1998,4,April,3,"Heating gas oil",706.58,117.76,386.04,202.78
1998,5,May,3,"Heating gas oil",702.21,117.04,386.04,199.14
1998,6,June,3,"Heating gas oil",691.29,115.22,386.04,190.04
1998,7,July,3,"Heating gas oil",682.87,113.81,386.04,183.02
1998,8,August,3,"Heating gas oil",679.07,113.18,386.04,179.86
1998,9,September,3,"Heating gas oil",682.82,113.8,386.04,182.99
1998,10,October,3,"Heating gas oil",691.42,115.24,386.04,190.15
1998,11,November,3,"Heating gas oil",692.47,115.41,386.04,191.02
1998,12,December,3,"Heating gas oil",687.2,114.53,386.04,186.63
1999,1,January,3,"Heating gas oil",694.9,115.82,393.79,185.29
1999,2,February,3,"Heating gas oil",695.93,115.99,403.21,176.72
1999,3,March,3,"Heating gas oil",701.78,116.96,403.21,181.6
1999,4,April,3,"Heating gas oil",715.14,119.19,403.21,192.73
1999,5,May,3,"Heating gas oil",713.78,118.96,403.21,191.6
1999,6,June,3,"Heating gas oil",711.87,118.64,403.21,190.01
1999,7,July,3,"Heating gas oil",735.57,122.59,403.21,209.76
1999,8,August,3,"Heating gas oil",744.98,124.16,403.21,217.6
1999,9,September,3,"Heating gas oil",760.96,126.83,403.21,230.92
1999,10,October,3,"Heating gas oil",768.14,128.02,403.21,236.9
1999,11,November,3,"Heating gas oil",768.25,128.04,390.3,249.9
1999,12,December,3,"Heating gas oil",798.13,133.02,390.3,274.8
2000,1,January,3,"Heating gas oil",806.24,134.37,388.78,283.09
2000,2,February,3,"Heating gas oil",816.11,136.02,388.15,291.94
2000,3,March,3,"Heating gas oil",826.85,137.81,385.65,303.39
2000,4,April,3,"Heating gas oil",807.5,134.58,381.69,291.22
2000,5,May,3,"Heating gas oil",815.77,135.96,381.69,298.11
2000,6,June,3,"Heating gas oil",826.18,137.7,381.69,306.79
2000,7,July,3,"Heating gas oil",839.73,139.95,381.69,318.08
2000,8,August,3,"Heating gas oil",858.92,143.15,381.69,334.07
2000,9,September,3,"Heating gas oil",931.09,155.18,381.69,394.21
2000,10,October,3,"Heating gas oil",932.02,155.34,365.73,410.96
2000,11,November,3,"Heating gas oil",924.54,154.09,360.18,410.28
2000,12,December,3,"Heating gas oil",901.67,150.28,360.18,391.21
2001,1,January,3,"Heating gas oil",830.53,138.42,360.18,331.93
2001,2,February,3,"Heating gas oil",823.86,137.31,360.18,326.37
2001,3,March,3,"Heating gas oil",818.97,136.49,360.18,322.3
2001,4,April,3,"Heating gas oil",810.46,135.08,360.18,315.21
2001,5,May,3,"Heating gas oil",819.93,136.66,360.18,323.1
2001,6,June,3,"Heating gas oil",832.49,138.75,360.18,333.57
2001,7,July,3,"Heating gas oil",825.1,137.52,360.18,327.41
2001,8,August,3,"Heating gas oil",814.5,135.75,360.18,318.58
2001,9,September,3,"Heating gas oil",820.03,136.67,360.18,323.18
2001,10,October,3,"Heating gas oil",811.1,135.18,360.18,315.74
2001,11,November,3,"Heating gas oil",821.58,136.93,387.43,297.21
2001,12,December,3,"Heating gas oil",812.89,135.48,403.21,274.19
2002,1,January,3,"Heating gas oil",816.23,136.05,403.21,276.98
2002,2,February,3,"Heating gas oil",841.54,140.26,414.76,286.53
2002,3,March,3,"Heating gas oil",835.74,139.29,411.03,285.42
2002,4,April,3,"Heating gas oil",836.76,139.46,403.21,294.09
2002,5,May,3,"Heating gas oil",833.85,138.97,403.21,291.66
2002,6,June,3,"Heating gas oil",824.41,137.4,403.21,283.8
2002,7,July,3,"Heating gas oil",824.64,137.44,403.21,283.99
2002,8,August,3,"Heating gas oil",826.66,137.77,403.21,285.67
2002,9,September,3,"Heating gas oil",846.1,141.02,403.21,301.88
2002,10,October,3,"Heating gas oil",855.39,142.56,403.21,309.62
2002,11,November,3,"Heating gas oil",842.52,140.42,403.21,298.89
2002,12,December,3,"Heating gas oil",852.62,142.1,403.21,307.3
2003,1,January,3,"Heating gas oil",875.59,145.93,403.21,326.45
2003,2,February,3,"Heating gas oil",896.4,149.4,403.21,343.79
2003,3,March,3,"Heating gas oil",926.71,154.45,403.21,369.05
2003,4,April,3,"Heating gas oil",865.27,144.21,403.21,317.85
2003,5,May,3,"Heating gas oil",824.24,137.37,403.21,283.66
2003,6,June,3,"Heating gas oil",822.47,137.08,403.21,282.18
2003,7,July,3,"Heating gas oil",817.76,136.3,403.21,278.26
2003,8,August,3,"Heating gas oil",826.03,137.67,403.21,285.15
2003,9,September,3,"Heating gas oil",824.44,137.41,403.21,283.82
2003,10,October,3,"Heating gas oil",837.47,139.58,403.21,294.68
2003,11,November,3,"Heating gas oil",845.99,141,403.21,301.78
2003,12,December,3,"Heating gas oil",839.6,139.94,403.21,296.45
2004,1,January,3,"Heating gas oil",845.8,140.96,403.21,301.62
2004,2,February,3,"Heating gas oil",832.08,138.68,403.21,290.19
2004,3,March,3,"Heating gas oil",854.37,142.39,403.21,308.77
2004,4,April,3,"Heating gas oil",861.71,143.62,403.21,314.89
2004,5,May,3,"Heating gas oil",888.21,148.03,403.21,336.97
2004,6,June,3,"Heating gas oil",894.25,149.04,403.21,342
2004,7,July,3,"Heating gas oil",900.86,150.14,403.21,347.51
2004,8,August,3,"Heating gas oil",927.49,154.58,403.21,369.69
2004,9,September,3,"Heating gas oil",942.53,157.09,403.21,382.23
2004,10,October,3,"Heating gas oil",992.42,165.4,403.21,423.8
2004,11,November,3,"Heating gas oil",984.72,164.12,403.21,417.39
2004,12,December,3,"Heating gas oil",969.81,161.63,403.21,404.97
2005,1,January,3,"Heating gas oil",955,159.17,403.21,392.62
2005,2,February,3,"Heating gas oil",965.69,160.95,403.21,401.53
2005,3,March,3,"Heating gas oil",1007.54,167.92,403.21,436.41
2005,4,April,3,"Heating gas oil",1022.08,170.35,403.21,448.52
2005,5,May,3,"Heating gas oil",997.4,166.23,403.21,427.96
2005,6,June,3,"Heating gas oil",1034.56,172.43,403.21,458.93
2005,7,July,3,"Heating gas oil",1067.96,177.99,403.21,486.76
2005,8,August,3,"Heating gas oil",1074.25,179.04,403.21,492
2005,9,September,3,"Heating gas oil",1129.32,188.22,403.21,537.89
2005,10,October,3,"Heating gas oil",1138.53,189.75,403.21,545.56
2005,11,November,3,"Heating gas oil",1099.18,183.2,403.21,512.77
2005,12,December,3,"Heating gas oil",1088.62,181.44,403.21,503.98
2006,1,January,3,"Heating gas oil",1102.59,183.76,403.21,515.62
2006,2,February,3,"Heating gas oil",1105.89,184.32,403.21,518.37
2006,3,March,3,"Heating gas oil",1114.25,185.71,403.21,525.33
2006,4,April,3,"Heating gas oil",1128.09,188.01,403.21,536.87
2006,5,May,3,"Heating gas oil",1145.44,190.91,403.21,551.32
2006,6,June,3,"Heating gas oil",1136.89,189.48,403.21,544.2
2006,7,July,3,"Heating gas oil",1144.13,190.69,403.21,550.23
2006,8,August,3,"Heating gas oil",1148.92,191.49,403.21,554.23
2006,9,September,3,"Heating gas oil",1122.19,187.03,403.21,531.95
2006,10,October,3,"Heating gas oil",1086.59,181.1,403.21,502.28
2006,11,November,3,"Heating gas oil",1079.89,179.98,403.21,496.7
2006,12,December,3,"Heating gas oil",1082.78,180.46,403.21,499.11
2007,1,January,3,"Heating gas oil",1053.35,175.56,403.21,474.59
2007,2,February,3,"Heating gas oil",1053.5,175.58,403.21,474.71
2007,3,March,3,"Heating gas oil",1065.7,177.62,403.21,484.88
2007,4,April,3,"Heating gas oil",1087.12,181.19,403.21,502.72
2007,5,May,3,"Heating gas oil",1093.46,182.24,403.21,508
2007,6,June,3,"Heating gas oil",1103.58,183.93,403.21,516.44
2007,7,July,3,"Heating gas oil",1116.34,186.06,403.21,527.08
2007,8,August,3,"Heating gas oil",1116.85,186.14,403.21,527.5
2007,9,September,3,"Heating gas oil",1130.62,188.44,403.21,538.97
2007,10,October,3,"Heating gas oil",1147.08,191.18,403.21,552.69
2007,11,November,3,"Heating gas oil",1209.36,201.56,403.21,604.59
2007,12,December,3,"Heating gas oil",1217.16,202.86,403.21,611.09
2008,1,January,3,"Heating gas oil",1214.9,202.48,403.21,609.21
2008,2,February,3,"Heating gas oil",1219.77,203.29,403.21,613.26
2008,3,March,3,"Heating gas oil",1282.81,213.8,403.21,665.8
2008,4,April,3,"Heating gas oil",1297.2,216.2,403.21,677.79
2008,5,May,3,"Heating gas oil",1398.8,233.13,403.21,762.45
2008,6,June,3,"Heating gas oil",1454.48,242.41,403.21,808.86
2008,7,July,3,"Heating gas oil",1468.39,244.73,403.21,820.45
2008,8,August,3,"Heating gas oil",1383.65,230.61,403.21,749.83
2008,9,September,3,"Heating gas oil",1346.7,224.45,403.21,719.04
2008,10,October,3,"Heating gas oil",1270.85,211.81,403.21,655.83
2008,11,November,3,"Heating gas oil",1164.99,194.16,403.21,567.62
2008,12,December,3,"Heating gas oil",1063.57,177.26,403.21,483.1
2009,1,January,3,"Heating gas oil",1022.81,170.47,403.21,449.13
2009,2,February,3,"Heating gas oil",1012.71,168.78,403.21,440.72
2009,3,March,3,"Heating gas oil",985.62,164.27,403.21,418.15
2009,4,April,3,"Heating gas oil",1011.05,168.51,403.21,439.33
2009,5,May,3,"Heating gas oil",1004.69,167.45,403.21,434.03
2009,6,June,3,"Heating gas oil",1048.09,174.68,403.21,470.2
2009,7,July,3,"Heating gas oil",1043.91,173.99,403.21,466.71
2009,8,August,3,"Heating gas oil",1070.96,178.49,403.21,489.25
2009,9,September,3,"Heating gas oil",1052.36,175.39,403.21,473.75
2009,10,October,3,"Heating gas oil",1056.33,176.05,403.21,477.06
2009,11,November,3,"Heating gas oil",1089.35,181.56,403.21,504.58
2009,12,December,3,"Heating gas oil",1081.67,180.28,403.21,498.18
2010,1,January,3,"Heating gas oil",1119.89,186.65,403.21,530.04
2010,2,February,3,"Heating gas oil",1114.43,185.74,403.21,525.48
